time,cpu_rate,memory_rate,read_bytes_rate,write_bytes_rate
2022-06-07 16:15:29,3.4349254650909313,0.003100116109104878,-0.6646021518773049,-0.6654299348694329
2022-06-07 16:15:30,3.3688759182715926,0.0031196898962599917,-0.6512091952693391,-0.6519835113181681
2022-06-07 16:15:31,3.3019972763173158,0.0031378269392958735,-0.6377350083529816,-0.6385150814368094
2022-06-07 16:15:32,3.235322485106389,0.0031604223326378023,-0.6242039687007714,-0.6249415482629241
2022-06-07 16:15:33,3.1673496547412068,0.0031893497683657124,-0.6106315871108119,-0.6113667903683903
2022-06-07 16:15:34,3.1018422039965654,0.003212271021197255,-0.5970282027691369,-0.5977594858268863
2022-06-07 16:15:35,3.040064061186417,0.0032310820009020524,-0.5834009727195556,-0.5841280838955422
2022-06-07 16:15:36,2.9756081246953148,0.0032458567664657156,-0.5697550085763116,-0.5704789462428619
2022-06-07 16:15:37,2.909618899447794,0.0032612017861295417,-0.5560940584790992,-0.556784792685382
2022-06-07 16:15:38,2.8423917719939165,0.003290410645964803,-0.5424209332719734,-0.5431082702233194
2022-06-07 16:15:39,2.7748758896064456,0.0033167460175567154,-0.528737782239882,-0.5294287260975512
2022-06-07 16:15:40,2.7070017842088547,0.00334091146117399,-0.5150462769164685,-0.5157288368665454
2022-06-07 16:15:41,2.6395702420535145,0.0033636994078538596,-0.5013477368366126,-0.5020336755683134
2022-06-07 16:15:42,2.572135371258471,0.0033781557198242496,-0.4876432175561413,-0.488294645478727
2022-06-07 16:15:43,2.5045433461098265,0.0033952189077133266,-0.47393357351828647,-0.47458118107295993
2022-06-07 16:15:44,2.4371399245213965,0.0034192510451744873,-0.4602195037714667,-0.4608314487108092
2022-06-07 16:15:45,2.3696908386383373,0.003438417507964253,-0.4465015857584016,-0.4471084672160642
2022-06-07 16:15:46,2.302119978688553,0.0034559398615068293,-0.43278030065632295,-0.4333820721967991
2022-06-07 16:15:47,2.234325023535043,0.0034770022340602225,-0.41905605263436363,-0.4196538458088403
2022-06-07 16:15:48,2.169028202659773,0.0035138095447497797,-0.4053291836660798,-0.4059229594579428
2022-06-07 16:15:49,2.1015467148971854,0.003538819260685777,-0.39159998504967225,-0.39216864693791026
2022-06-07 16:15:50,2.033402325529352,0.0035592891614402156,-0.3778687064591179,-0.3783994046016282
2022-06-07 16:15:51,1.9656670291920335,0.0035710126972186007,-0.36413556312229695,-0.3646692063736099
2022-06-07 16:15:52,1.8974807594153713,0.0035837064055788126,-0.35040074156322715,-0.3509302879636757
2022-06-07 16:15:53,1.8297565729309069,0.003609530770241287,-0.3366644042326875,-0.3371886622954795
2022-06-07 16:15:54,1.7616355152407315,0.003654736368718048,-0.3229266932704403,-0.32344680679923626
2022-06-07 16:15:55,1.6935349724141155,0.00370100101054871,-0.309187733583287,-0.30966991406385047
2022-06-07 16:15:56,1.6266765033694366,0.003741733446928075,-0.2954476353798382,-0.29575808975935425
2022-06-07 16:15:57,1.55882521391612,0.0037850505415359947,-0.28170649627067357,-0.2819756588715152
2022-06-07 16:15:58,1.4905282951157925,0.0038318113785016372,-0.26796440301841273,-0.2682283236643034
2022-06-07 16:15:59,1.422538981783418,0.0038784759387948675,-0.2542214330039406,-0.2544882218498151
2022-06-07 16:16:00,1.3559458041463253,0.003921800439300904,-0.24047765546108213,-0.2407391576967879
2022-06-07 16:16:01,1.2883373861218037,0.003968124328308731,-0.22669831450351674,-0.22695683910878517
2022-06-07 16:16:02,1.220181669486934,0.004018551084548072,-0.21291831714138787,-0.21314020974628678
2022-06-07 16:16:03,1.1526703673456367,0.004066489459216838,-0.19913771147102177,-0.19936240239816216
2022-06-07 16:16:04,1.0854405993668854,0.004122381767820205,-0.185356541002352,-0.18553765533779243
2022-06-07 16:16:05,1.0232769589847102,0.0041757190417823775,-0.1715748451928366,-0.17175062640719607
2022-06-07 16:16:06,0.9584694055339034,0.004234514462219785,-0.15779265990848979,-0.15793762092824315
