time,cpu_rate,memory_rate,read_bytes_rate,write_bytes_rate
2022-06-22 11:23:29,,0.044835362852587934,,
2022-06-22 11:23:30,,0.045055928995573646,,
2022-06-22 11:23:31,4.067960037381965,0.0447738716854551,-0.7899544972433621,-0.791105883247979
2022-06-22 11:23:32,3.998259329718033,0.04440225115363683,-0.775588458197932,-0.7767402145463885
2022-06-22 11:23:33,3.929266773463509,0.04430347129247281,-0.7612178956389107,-0.7622957134691439
2022-06-22 11:23:34,3.860207784349346,0.04406609005916251,-0.7468462022014918,-0.7479311967886308
2022-06-22 11:23:35,3.7915171101767267,0.04392903651959745,-0.7324740564127137,-0.7335564160269923
2022-06-22 11:23:36,3.722229658079961,0.04378018075659251,-0.718101684448256,-0.719188552511912
2022-06-22 11:23:37,3.654267963413447,0.0435702207845996,-0.7037291832405529,-0.7047692845566512
2022-06-22 11:23:38,3.5852549791922663,0.04336890405045768,-0.6893566012558213,-0.6903783756218358
2022-06-22 11:23:39,3.517577943848796,0.04324732499911499,-0.6750322674409636,-0.6760543422894152
2022-06-22 11:23:40,3.4498032640601877,0.04315561272060897,-0.6606444603377405,-0.6616702723504141
2022-06-22 11:23:41,3.3812012886766856,0.04308275093719627,-0.6462385909404429,-0.6472227644852279
2022-06-22 11:23:42,3.312600935134166,0.042951127955103585,-0.6318840701727588,-0.6328681735459125
2022-06-22 11:23:43,3.2442983684853175,0.04275034793693511,-0.6175619643579491,-0.6185422286753846
2022-06-22 11:23:44,3.174356664609854,0.042549785771177184,-0.6032105782889206,-0.6041941417753249
2022-06-22 11:23:45,3.10458603095808,0.04237850557670564,-0.588974102183091,-0.589956036387956
2022-06-22 11:23:46,3.0352496402002402,0.04222778089552648,-0.5745755367278348,-0.5755151971021522
2022-06-22 11:23:47,2.9663159991182693,0.04208816738405252,-0.5602093507686239,-0.5611402529785705
2022-06-22 11:23:48,2.8973040158645587,0.041919626189988124,-0.5459679523455729,-0.5468603525947848
2022-06-22 11:23:49,2.8282140265318487,0.04178727846350938,-0.531690447939386,-0.5325705454667362
2022-06-22 11:23:50,2.759468929829833,0.04163330658386677,-0.5172741918288015,-0.5181573817431921
2022-06-22 11:23:51,2.69096117013032,0.04146293543350654,-0.5029609236539857,-0.5038400407524743
2022-06-22 11:23:52,2.622242078022862,0.04128725567066982,-0.48873595095073635,-0.4896144865174547
2022-06-22 11:23:53,2.553549253353912,0.04116144432057589,-0.474348119054606,-0.4750188889910698
2022-06-22 11:23:54,2.4843314210056344,0.04103636472727601,-0.46001330570474824,-0.46068725762720386
2022-06-22 11:23:55,2.4149051597963918,0.04089340849749079,-0.44569959099451933,-0.44633557119032236
2022-06-22 11:23:56,2.347522663037246,0.040755823937440816,-0.4313295000364099,-0.4319686022475066
